Comments,Classes
Sons are at much greater risk now than daughters because of feminist laws.,B
Has she been fired yet? Male writers for "newspapers" usually get fired for much less.,B
"So if he hit her in the same way for what she was wearing, that would be okay, too?",B
Should men and women have equal legal rights? Definitely not.,B
Sucking at math and logic is a requirement for feminism...,B
You seem like a nice girl. I just ask that u dig a little deeper into the subject matter.,B
Might need some lube. The tip is wider than her hips...,B
I know her little sister is severely overvaluing herself here,B
if a dude cries because of a girl in a wedding dress then he has a vagina,B
I've seen some really dumb girls which lend credibility to the argument.,B
A pack of girls skateboarding might just be the weirdest thing I've ever seen,B
I actually prefer having guys in charge. The atmosphere is definitely more laid back and fun. Women are just so serious,B
Women can't play football!,B
"Don't ever let women drive, they'll break your arm!",B
I usually walk away when women sports announcers are on Sportscenter.,B
"Dear women, nagging does not work",B
Come on let's be real and agree that men are superior.,B
"Please women. When you commit to your man, commit to the gym as well. Commit to the kitchen too.",B
Female sports anchors are the worst. Makes me uncomfortable when women know more about sports than I do,B
If I give a girl in the street my clothes I expect her to go home and iron them,B
I pay the bills in this household it's the least she can do,B
Women are seriously awful drivers,B
Honestly women should not be announcing football. #Aggravating,B
if i see a women in mens wearhouse today i am calling the police.,B
women just piss me off,B
women are just so damn stubborn,B
Women sports reporters always look like they have no idea what they are doing,B
I hate how girls are ALWAYS made out to be the victims,B
"when I go to an auto place, I'd rather talk to a guy",B
I do not trust girls in a gun store.,B
I need a woman to do my laundry,B
Women comedians suck,B
I'm not voting for no Lady..,B
The sight of girls smoking is unpleasant,B
More people would be satisfied with me as president than a women,B
Just because a woman scored a great goal does not mean women's football is any good,B
she is blond what do you want,B
I really don't like female country singers,B
I don't like a girl who's overly into football,B
Sometimes I look at a female and ponder if I'd offer a goat and full sack of potatoes for her hand,B
"Only girls should wear earrings, it just looks wrong on guys",B
I believe women should hold themselves to a different standard as guys. Like how they carry themselves,B
Male comedians are so much funnier than female ones,B
I don't respect anything a girl has to say about football or sports itself,B
I've genuinely never actually met a funny girl,B
I hate female sports analysts because I swear all they do is look at a stat sheet and state the obvious,B
No offence to anyone but women are poor drivers,B
This is exactly what women should look like!,B
Women should stop pretending to make a difference in politics.,B
"Most of you girls should just go out without makeup, that's probably super scary",B
RT @lucasRobson09 I can't deal with women football announcers. It just doesn't sound right.,B
I don't think women should announce football games,B
Girls should not be allowed to be commentators for football games,B
Girls should shave no matter what month it is,B
Not another woman prime minister because look what going on,B
Why are women so easily confused?,B
"if I was sitting on a plane ready to leave, and a female captain come on the speaker, I'd probably leave immediately",B
I can not stand female reporters in men's sports,B
I just mean the women barking in the office are the same ones kneeling or submitting in the bedroom,B
Call me old fashioned but I feel a WOMAN needs to know how to throw down in the kitchen. And a MAN provides.,B
All girls should come with a sign "you must be this tall to ride my emotional rollercoaster".,B
Every girl should be sad for not being a boy,B
"i'm no sexist, i'm a realist",B
Theres something about women playing rugby that just really doesn't look right.,B
Girls riding bikes just looked weird.,B
"No I'm not sexist for calling you a cunt, you're just offended that I called you what you are and are really just angry",B
The stuff girls write and put on social networks is evidence that men are smarter,B
I think doctors should stick to being male,B
There are certain things that a woman can't tell me NOTHING about.,B
Why do female managers think they are god's greatest creation. They are Way too power hungry. You lot need to chill,B
"I think in general, men make way better music",B
I don't think I wanna see a women president at this stage in my life,B
It isn't sexist if you're right.,B
Sexual assault is too broad a term,B
I must say women are the worst drivers,B
I swear I'm not sexist but there are way too many female drivers in this town.,B
Something isn't right when women calling a football game,B
"It bothers me when anyone uses foul language, but when it comes out of a girls mouth it seems ten times worse. Keep it clean.",B
I refuse to watch a football game in which a woman referees.,B
But Men are superior to women.,B
Watching girl's basketball usually makes me want to shoot myself in the head,B
Reading about the social advancement of women is so boring.,B
I really don't like womanly jobs,B
I really dont feel comfortable having a female BARBER cut my hair ever again,B
I prefer male professors over females.,B
I don't agree with women on sports shows that talk solely about men's sports.,B
"I'm talking football with a girl, and it's weird.",B
Sexist jokes are funny,B
Being able to cook is one of the most attractive qualities a woman can have.,B
I'll take a woman who can cook over one who can't ANY DAY,B
Can't talk sports with females.,B
Women are not good at high fiving each other,B
I just don't feel safe driving with any girl ,B
My wife will not have a nine to five job.,B
"get back to the kitchen, slut.",B
I'm not sexist so I will call you fat if I please.,B
I just really hope I don't have a daughter,B
the statement 'all men drivers are better than woman' is correct in every way,B
My son can do whatever he wants but my daughter not so much,B
Female comedians aren't funny,B
it's hard watching a game when there is a female commentator.,B
"I really cannot stand women sportscasters. Sorry,",B
No woman should ever be allowed to announce a football game. Know your place.,B
the majority of bad drivers are women right?,B
Real ladies should respect traditional values. men should be men and women should be women,B
"A lot of people call me sexist. But those people are women, and their opinions don't matter.",B
But it's extremely hard for me to listen to a female vocalist,B
Feminists piss me off.,B
I hate it when girls are in a bad mood so what i'm trying to say is I hate girls,B
Hate girls who think they're really hot because they get with a different person every week,B
i think male comedians are funnier than female ones,B
Women tend to be late for every event regardless of the race so it's probably in their genes.,B
women in Burkhahs scare me. Totally.,B
Holy shit women drivers are awful!,B
"Every time Olivia talks in this meeting, I wanna slap her.",B
She doesn't have a dad in her life so she is a future stripper of America in the making,B
A woman wants her man to treat her like a princess to the world and fuck her like a whore.,B
Women are so complicated. Best not try and understand them.,B
I just feel like suits are more for men,B
I need my female personal assistants to be sexy.,B
I cannot respect a females opinion nor entertain it when it has to do with that subject,B
Girls playing football in a park with no guys just looks somewhat unnatural.,B
Arnab is a woman so she Just can't stop talking.,B
"Emotions get in way for women far too often. I'm not sexist, I'm just stating what I see as a fact.",B
Sorry to sound crude for a moment but even Ramona's ass didn't make this meeting worth attending.,B
No girl should be the man in a relationship,B
it happens that men are smarter naturally,B
I find it really weird seeing a woman in a meeting full of guys,B
I do agree with gender roles. I have a dick. You don't. Gender is not the same.,B
I do believe that men should provide for the family and the women should stay home and take care of the kids,B
Women just don't make me laugh. Like whip out your tits do something entertaining,B
"If you have a vagina, don't try and be funny.",B
it's evident a woman can't do a man's job when it comes to tennis coaching,B
Damn it. I have a girl in my recruit group again.,B
If we ever get a woman president I'm quitting the organization,B
both of our females managers are retarded and overall useless,B
girls our age that drive is super scary,B
Females have no business commentating football it's like a man conducting a child birthing class,B
Why are Los Angeles women so bitchy?,B
I'm a firm believer in the man setting the tone in the relationship,B
With any women sports reporter I can't listen to or even think their information is credible.,B
You want equality? Learn to not pull the woman card.,B
I cannot watch a football game with a female announcer. I don't know why,B
SOME women should not be behind the wheel of a vehicle.,B
there are some things girls just shouldn't do,B
It's very much a job for a lady,B
I'm not sure if I should listen to a woman giving me directions,B
I hate snobby women that don't know there place in front of men! I'm just venting.,B
Just saw her work from a few days ago. It's brilliant. We need fifty more like it.,NB
The motive doesn't lessen the outcome.,NB
Then I have no idea.,NB
"You could think of the worst possible idea ever, and it's still wouldn't be as bad as this one.",NB
She was already linked. She doesn't care.,NB
It seems that she doesn't care about facts.,NB
That girl is hideous in every way.,B
"I appreciate you bringing good content to me, though.",NB
Was your previous praise tactical or just misplaced?,NB
